id_aero,nom_aero,ville_aero,pays_aero,gmt_aero
8105,Nordholz-Spieka Airfield,Cuxhaven,Germany,1
8106,Köthen Airport,Koethen,Germany,1
8107,St. Michaelisdonn Airport,Sankt Michaelisdonn,Germany,1
8108,Salzgitter-Drütte Airport,Salzgitter,Germany,1
8109,Karlshöfen Airport,Karlshoefen,Germany,1
8110,Oldenburg-Hatten Airfield,Oldenburg,Germany,1
8111,Rinteln Airport,Rinteln,Germany,1
8112,Münster-Telgte Airport,Muenster,Germany,1
8113,St. Peter-Ording Airport,Sankt Peter-Ording,Germany,1
8114,Lüchow-Rehbeck Airport,Luechow,Germany,1
8115,Klietz/Scharlibbe Airport,Scharlibbe,Germany,1
8116,Burg Airport,Burg,Germany,1
8117,Crisp County Cordele Airport,Cordele,United States,-5
8118,Ormond Beach Municipal Airport,Ormond Beach,United States,-5
8119,Bad Neuenahr-Ahrweiler Airfield,Bad Neuenahr,Germany,1
8120,Bad Dürkheim Airport,Bad Duerkheim,Germany,1
8121,Portland Troutdale Airport,Troutdale,United States,-8
8122,Portland Hillsboro Airport,Hillsboro,United States,-8
8123,One Police Plaza Heliport,New York,United States,-5
8124,Leverkusen Airport,Leverkusen,Germany,1
8126,Wershofen/Eifel Airfield,Wershofen,Germany,1
8127,Khost Airport,Khost,Afghanistan,4.5
8130,Namtu Airport,Naypyidaw,Burma,6.5
8133,Bend Municipal Airport,Bend,United States,-8
8134,Christmas Valley Airport,Christmas Valley,United States,-8
8135,Burns Municipal Airport,Burns,United States,-8
8136,Prineville Airport,Prineville,United States,-8
8137,Red Bluff Municipal Airport,Red Bluff,United States,-8
8138,Marin County Airport - Gnoss Field,Novato,United States,-8
8139,Lake County Airport,Lakeview,United States,-8
8140,Tillamook Airport,Tillamook,United States,-8
8141,Ontario Municipal Airport,Ontario,United States,-7
8142,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,-8
8143,Montgomery County Airpark,Gaithersburg,United States,-5
8146,Sharana Airstrip,Sharona,Afghanistan,4.5
8147,Pembroke Airport,Pembroke,Canada,-5
8148,Tsumeb Airport,Tsumeb,Namibia,1
8149,Suffield Heliport,Suffield,Canada,-7
8152,Blumenau Airport,BLUMENAU,Brazil,-3
8156,Bolshoye Gryzlovo Airfield,Stupino,Russia,3
8162,Charlevoix Municipal Airport,Charelvoix,United States,-5
8165,Mykines Heliport,Mykines,Faroe Islands,0
8177,Cornwall Regional Airport,Cornwall,Canada,-5
8178,Seppe Airfield,Bosschenhoofd,Netherlands,1
8179,St Stephan Airport,St.Stephan,Switzerland,1
8180,Zona da Mata Regional Airport,Juiz de Fora,Brazil,-3
8181,IAR Gimbav Heliport,Brasov,Romania,2
8182,Flagler Executive Airport,Flagler,United States,-5
8187,Morrisville Stowe State Airport,Morrisville,United States,-5
8188,Dallas Executive Airport,Dallas,United States,-6
8189,Como (Idroscalo - Water Ad) Hidroport,Como,Italy,1
8192,Krainiy Airport,Baikonur,Kazakhstan,6
8194,Westerly State Airport,Washington County,United States,-5
8195,Block Island State Airport,Block Island,United States,-5
8199,Nightmute Airport,Nightmute,United States,-9
8200,Toksook Bay Airport,Toksook Bay,United States,-9
8208,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,-1
8209,Vinnytsia/Gavyryshivka Airport,Vinnitsa,Ukraine,2
8215,Decatur County Industrial Air Park,Bainbridge,United States,-5
8216,La Romaine Airport,La Romaine,Canada,-4
8217,Kegaska Airport,Kegaska,Canada,-4
8218,Black Tickle Airport,Black Tickle,Canada,-4
8219,Silver Springs Airport,Silver Springs,United States,-8
8220,Whiteman Airport,Los Angeles,United States,-8
8221,Madera Municipal Airport,Madera,United States,-8
8223,Trail Airport,Trail,Canada,-8
8224,Victoria Airport,Patricia Bay,Canada,-8
8225,Old Arctic Bay Airport,Arctic Bay,Canada,-6
8227,Birchwood Airport,Belmopan,Belize,-9
8228,Grand-Santi Airport,Grand-Santi,French Guiana,-3
8229,Maripasoula Airport,Maripasoula,French Guiana,-3
8230,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,-3
8233,Kanas Airport,Burqin,China,8
8234,Capurganá Airport,Capurgana,Colombia,-5
8235,Sohag International Airport,Sohag,Egypt,2
8236,Presidente General Don Oscar D. Gestido International Airport,Rivera,Uruguay,-3
8237,Patos de Minas Airport,Patos de Minas,Brazil,-3
8238,Bauru - Arealva Airport,Bauru,Brazil,-3
8239,Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,-3
8240,Redenção Airport,Redencao,Brazil,-3
8241,São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,-3
8242,Bonito Airport,Bointo,Brazil,-4
8243,São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,-4
8244,Caçador Airport,Cacador,Brazil,-3
8245,Carauari Airport,Carauari,Brazil,-4
8246,Urucu Airport,Porto Urucu,Brazil,-4
8247,Eirunepé Airport,Eirunepe,Brazil,-4
8248,Concórdia Airport,Concordia,Brazil,-3
8249,Francisco Beltrão Airport,Francisco Beltrao,Brazil,-3
8250,Confresa Airport,Confresa,Brazil,-4
8252,Apalachicola Regional Airport,Apalachicola,United States,-5
8253,Umuarama Airport,Umuarama,Brazil,-3
8254,Diamantina Airport,Diamantina,Brazil,-3
8255,Fonte Boa Airport,Fonte Boa,Brazil,-4
8256,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,-4
8257,Humaitá Airport,Humaita,Brazil,-4
8258,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,-4
8259,Oriximiná Airport,Oriximina,Brazil,-3
8260,Hotel Transamérica Airport,Una,Brazil,-3
8265,Telfer Airport,Telfer,Australia,8
8266,Gazipaşa Airport,Alanya,Turkey,3
8267,Shank Air Base,Shank,Afghanistan,4.5
8273,Douglas Municipal Airport,Douglas,United States,-5
8274,St Lucie County International Airport,Fort Pierce,United States,-5
8276,Taunton Municipal King Field,Taunton,United States,-5
8277,Plymouth Municipal Airport,Plymouth,United States,-5
8278,Quonset State Airport,North Kingstown,United States,-5
8280,Norwood Memorial Airport,Norwood,United States,-5
8281,Westfield-Barnes Regional Airport,Westfield,United States,-5
8282,Windham Airport,Willimantic,United States,-5
8283,Orange County Airport,Montgomery,United States,-5
8284,Capital City Airport,Harrisburg,United States,-5
8285,Marshfield Municipal George Harlow Field,Marshfield,United States,-5
8286,Danbury Municipal Airport,Danbury,United States,-5
8287,Boire Field,Nashua,United States,-5
8288,Lawrence Municipal Airport,Lawrence,United States,-5
8289,Waterbury Oxford Airport,Oxford,United States,-5
8290,Fitchburg Municipal Airport,Fitchburg,United States,-5
8291,Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,United States,-5
8292,Cartersville Airport,Cartersville,United States,-5
8293,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,-6
8294,Richard B Russell Airport,Rome,United States,-5
8295,Northeast Alabama Regional Airport,Gadsden,United States,-6
8296,Knoxville Downtown Island Airport,Knoxville,United States,-5
8297,Barrow County Airport,Winder,United States,-5
8298,Plantation Airpark,Sylvania,United States,-5
8299,Dalton Municipal Airport,Dalton,United States,-5
8300,West Georgia Regional O V Gray Field,Carrollton,United States,-5
8302,LaGrange Callaway Airport,LaGrange,United States,-5
8303,Baldwin County Regional Airport,Milledgeville,United States,-5
8305,Harris County Airport,Pine Mountain,United States,-5
8306,Peachtree City Falcon Field,Atlanta,United States,-5
8308,Lee Gilmer Memorial Airport,Gainesville,United States,-5
8312,Harry Clever Field,New Philadelpha,United States,-5
8313,Darlington County Airport,Darlington,United States,-5
8314,Hilton Head Airport,Hilton Head Island,United States,-5
8318,Daniel Field,Augusta,United States,-5
8319,Foothills Regional Airport,Morganton,United States,-5
8320,Pike County-Hatcher Field,Pikeville,United States,-5
8321,Mallards Landing Airport,Locust Grove,United States,-5
8322,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5
8323,Compton Abbas Aerodrome,Shaftesbury,United Kingdom,0
8328,Suprunovka Airport,Poltava,Ukraine,2
8331,Aweil Airport,Aweil,Sudan,3
8332,Wau Airport,Wau,Sudan,3
8333,Humera Airport,Humera,Ethiopia,3
8334,Moyale Airport,Moyale,Kenya,3
8335,Zagora Airport,Zagora,Morocco,0
8336,Yengema Airport,Yengema,Sierra Leone,0
8337,Gbangbatok Airport,Gbangbatok,Sierra Leone,0
8340,Turukhansk Airport,Turukhansk,Russia,7
8341,Podkamennaya Tunguska Airport,Bor,Russia,7
8342,Fort Worth Alliance Airport,Fort Worth,United States,-6
8343,East Troy Municipal Airport,East Troy,United States,-6
8344,Kolpashevo Airport,Kolpashevo,Russia,7
8347,Ali Al Salem Air Base,Kuwait,Kuwait,3
8348,Renmark Airport,Renmark,Australia,9.5
8349,Leigh Creek Airport,Leigh Creek,Australia,9.5
8350,Warburton Airport,Warburton Community,Australia,8
8351,Cunderdin Airport,Cunderdin,Australia,8
8352,Rottnest Island Airport,Rottnest Island,Australia,8
8353,Forrest Airport,Forrest,Australia,8
8354,Ballarat Airport,Ballarat,Australia,10
8355,Keewaywin Airport,Keewaywin,Canada,-6
8356,Marathon Airport,Marathon,Canada,-5
8357,Hearst René Fontaine Municipal Airport,Hearst,Canada,-5
8358,Hornepayne Municipal Airport,Hornepayne,Canada,-5
8359,Kirkland Lake Airport,Kirkland Lake,Canada,-5
8360,Manitouwadge Airport,Manitouwadge,Canada,-5
8361,Wawa Airport,Wawa,Canada,-5
8362,Manitoulin East Municipal Airport,Manitowaning,Canada,-5
8363,Slate Falls Airport,Slate Falls,Canada,-6
8364,Collingwood Airport,Collingwood,Canada,-5
8365,Brantford Municipal Airport,Brantford,Canada,-5
8366,Lawrence Municipal Airport,Lawrence,United States,-6
8367,Wellington Municipal Airport,Wellington,United States,-6
8379,Pompano Beach Airpark,Pompano Beach,United States,-5
8380,Mallacoota Airport,Mallacoota,Australia,10
8381,Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,3
8394,Shelby County Airport,Alabaster,United States,-6
8395,Yuendumu Airport,Yuendumu ,Australia,9.5
8397,Sky Ranch At Carefree Airport,Carefree,United States,-7
8401,Lombok International Airport,Praya,Indonesia,8
8403,One Hundred Mile House Airport,One Hundred Mile House,Canada,-8
8404,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,-8
8405,Glasgow City Heliport,Glasgow,United Kingdom,0
8406,Yarram Airport,Yarram,Australia,10
8407,Handan Airport,Handan,China,8
8409,Indianapolis Metropolitan Airport,Indianapolis,United States,-5
8410,London-Corbin Airport/Magee Field,London,United States,-5
8412,Simmons Army Air Field,Fredericksburg,United States,-5
8414,Modlin Airport,Warsaw,Poland,1
8417,Jixi Xingkaihu Airport,Jixi,China,8
8419,Jeongseok Airport,Seogwipo,South Korea,9
8423,Gimli Industrial Park Airport,Gimli,Canada,-6
8426,Matheson Island Airport,Matheson Island,Canada,-6
8427,Tura Mountain Airport,Tura,Russia,7
8428,Beloyarskiy Airport,Beloyarsky,Russia,5
8430,John H Batten Airport,Racine,United States,-6
8431,Cesar Lim Rodriguez Airport,Taytay,Philippines,8
8432,Gera-Leumnitz Airfield,Gera,Germany,1
8435,Kasimovo Airfield,Saint-Petersburg,Russia,3
8438,Terlet Glider Field,Arnhem,Netherlands,1
8442,Shigatse Air Base,Shigatse,China,8
8443,Redlands Municipal Airport,Redlands,United States,-8
8445,Flabob Airport,Riverside,United States,-8
8446,Tacoma Narrows Airport,Tacoma,United States,-8
8459,Oerlinghausen Airport,TELGTE,Germany,1
8460,Jack Edwards Airport,Gulf Shores,United States,-6
8461,General Villamil Airport,Isabela,Ecuador,-6
8462,Balzers Heliport,Balzers,Switzerland,1
8467,Flugplatz Punitz,Punitz-Guessing,Austria,1
8468,Khmelnytskyi Airport,Khmeinitskiy,Ukraine,2
8469,Hiroshimanishi Airport,Hiroshima,Japan,9
8472,Yalata Mission Airport,Yalata,Australia,9.5
8473,Hazleton Municipal Airport,Hazleton,United States,-5
8474,Greater Cumberland Regional Airport,Cumberland,United States,-5
8475,Sugar Loaf Shores Airport,Key West,United States,-5
8476,Wyndham Airport,Wyndham,Australia,8
8477,Bob Quinn Lake Airport,Bob Quinn Lake,Canada,-8
8480,Msembe Airport,Msembe,Tanzania,3
8482,Grabtsevo Airport,Kaluga,Russia,3
8493,Tri-County Regional Airport,Lone Rock,United States,-6
8494,Price County Airport,Phillips,United States,-6
8495,Monroe Municipal Airport,Monroe,United States,-6
8496,Joliet Regional Airport,Joliet,United States,-6
8497,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,-6
8499,Jackson County Reynolds Field,Jackson,United States,-5
8500,Fuerstenwalde Airport,Furstenwalde,Germany,1
8501,Eberswalde-Finow Airport,Eberswalde,Germany,1
8502,Joseph A. Hardy Connellsville Airport,Connellsville,United States,-5
8503,Bedford County Airport,Bedford,United States,-5
8504,Wings Field,Philadelphia,United States,-5
8505,Okeechobee County Airport,Okeechobee,United States,-5
8506,Sebring Regional Airport,Sebring,United States,-5
8507,Avon Park Executive Airport,Avon Park,United States,-5
8508,Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,-5
8509,Zephyrhills Municipal Airport,Zephyrhills,United States,-5
8510,Ocala International Airport - Jim Taylor Field,Ocala,United States,-5
8511,Jesup Wayne County Airport,Jesup,United States,-5
8512,Madison Municipal Airport,Madison,United States,-5
8513,Newnan Coweta County Airport,Newnan,United States,-5
8514,Thomson-McDuffie County Airport,Thomson,United States,-5
8515,Aiken Regional Airport,Aiken,United States,-5
8516,Woodward Field,Camden,United States,-5
8517,Lumberton Regional Airport,Lumberton,United States,-5
8519,Moore County Airport,Pinehurst-Southern Pines,United States,-5
8520,Richmond County Airport,Rockingham,United States,-5
8524,Baraboo Wisconsin Dells Airport,Baraboo,United States,-6
8526,Statesville Regional Airport,Statesville,United States,-5
8528,Burlington Municipal Airport,Burlington,United States,-6
8532,William T. Piper Memorial Airport,Lock Haven,United States,-5
8538,Zelienople Municipal Airport,Zelienople,United States,-5
8542,Lorain County Regional Airport,Lorain-Elyria,United States,-5
8544,Burke Lakefront Airport,Cleveland,United States,-5
8545,Chautauqua County-Dunkirk Airport,Dunkirk,United States,-5
8548,South Jersey Regional Airport,Mount Holly,United States,-5
8550,Linden Airport,Linden,United States,-5
8553,Tri State Steuben County Airport,Angola,United States,-5
8555,Warsaw Municipal Airport,Warsaw,United States,-5
8556,Van Wert County Airport,Van Wert,United States,-5
8559,Brooks Field,Marshall,United States,-5
8560,Genesee County Airport,Batavia,United States,-5
8565,Clearwater Air Park,Clearwater,United States,-5
8577,Orlampa Inc Airport,Forties Alpha,United Kingdom,0
8593,Chicago Meigs Airport,Chicago,United States,-6
8601,Pickens County Airport,Jasper,United States,-5
8603,Saarmund Airport,Saarmund,Germany,1
8604,Grand Strand Airport,North Myrtle Beach,United States,-5
8606,Lansing Municipal Airport,Lansing,United States,-6
8608,Ramona Airport,Ramona,United States,-8
8609,Pont Sur Yonne Airfield,Pont Sur Yonne,France,1
8610,St Florentin Cheu Airfield,St Florentin Cheu,France,1
8611,Saulieu Liernais Airfield,Saulieu,France,1
8612,Olten Airport,Olten,Switzerland,1
8613,Buochs Airport,Buochs,Switzerland,1
8614,Ambri Airport,Quinto,Switzerland,1
8615,Lodrino Air Base,Lodrino,Switzerland,1
8616,Roudnice Airport,Roudnice nad Lebem,Czech Republic,1
8617,Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,1
8618,Mauterndorf Airport,Mauterndorf,Austria,1
8619,Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,1
8620,Sinsheim Airfield,Karlsruhe,Germany,1
8621,Weinheim/Bergstraße Airport,Weinheim,Germany,1
8622,Meaux Esbly Airport,Meaux,France,1
8623,Château-Thierry - Belleau Airfield,Chateau-Thierry,France,1
8624,Branch County Memorial Airport,Coldwater,United States,-5
8625,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,-5
8626,Willoughby Lost Nation Municipal Airport,Willoughby,United States,-5
8627,Taoyuan Air Base,Taoyuan,Taiwan,8
8628,Uummannaq Heliport,Uummannaq,Greenland,-3
8630,Bayannur Tianjitai Airport,Bayannur,China,8
8631,Capital City Airport,Frankfort,United States,-5
8632,Auburn Lewiston Municipal Airport,Lewiston,United States,-5
8633,Inowroclaw Military Air Base,Inowroclaw,Poland,1
8634,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,1
8639,Bloyer Field,Tomah,United States,-6
8641,Marco Island Executive Airport,Marco Island Airport,United States,-5
8644,Drummond Island Airport,Drummond Island,United States,-5
8646,Gladwin Zettel Memorial Airport,Gladwin,United States,-5
8648,South Haven Area Regional Airport,South Haven,United States,-5
8653,Marshfield Municipal Airport,Marshfield,United States,-6
8654,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,-6
8655,Clinton Municipal Airport,Clinton,United States,-6
8658,Beverly Municipal Airport,Beverly,United States,-5
8660,Nagaur Airport,Nagaur,India,5.5
8661,Ostafyevo International Airport,Moscow,Russia,3
8663,Trois-Rivières Airport,Trois Rivieres,Canada,-5
8664,Poplar Bluff Municipal Airport,Poplar Bluff,United States,-6
8665,Somerset Airport,Somerville,United States,-5
8666,Eastport Municipal Airport,Eastport,United States,-5
8667,Keokuk Municipal Airport,Keokuk,United States,-6
8669,Perth/Scone Airport,Perth,United Kingdom,0
8670,Caernarfon Airport,Caernarfon,United Kingdom,0
8671,Grefrath-Niershorst Airport,Grefrath,Germany,1
8681,St Paul Downtown Holman Field,St. Paul,United States,-6
8682,Söderhamn Airport,Soderhamn,Sweden,1
8683,Newcastle Aerodrome,Newcastle,Ireland,0
8684,Saravane Airport,Saravane,Laos,7
8689,Segeletz Airport,Segeletz,Germany,1
8690,Fuentemilanos Airport,Segovia,Spain,1
8691,Akeno Airport,Akeno,Japan,9
8692,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,12
8693,Oconomowoc Airport,Oconomowoc,United States,-6
8694,Kozyrevsk Airport,Kozyrevsk,Russia,12
8695,Dikson Airport,Dikson,Russia,7
8696,Beverley Airport,Mine Site,Australia,9.5
8698,Bantry Aerodrome,Bantry,Ireland,0
8700,Aliwal North Airport,Aliwal North,South Africa,2
8701,Alkantpan Copper Airport,Alkantpan,South Africa,2
8702,Alldays Airport,Alldays,South Africa,2
8703,Bredasdorp Airport,Barberton,South Africa,2
8706,Butler Co Regional Airport - Hogan Field,Hamilton,United States,-5
8707,Bungoma Airport,Bungoma,Kenya,3
8708,Bura East Airport,Bura,Kenya,3
8709,Busia Airport,Busia,Kenya,3
8710,Embu Airport,Embu,Kenya,3
8711,Garba Tula Airport,Garba Tula,Kenya,3
8712,Garissa Airport,Garissa,Kenya,3
8713,Hola Airport,Hola,Kenya,3
8714,Homa Bay Airport,Homa Bay,Kenya,3
8715,Isiolo Airport,Isiolo,Kenya,3
8717,Kericho Airport,Kericho,Kenya,3
8718,Kilaguni Airport,Kilaguni,Kenya,3
8721,Antsirabe Airport,Antsirabe,Madagascar,3
8722,Bekily Airport,Bekily,Madagascar,3
8723,Ust-Tsylma Airport,Ust-Tsylma,Russia,3
8740,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,7
8742,Fond du Lac County Airport,Fond du Lac,United States,-6
8743,Waupaca Municipal Airport,Waupaca,United States,-6
8744,Stevens Point Municipal Airport,Stevens Point,United States,-6
8745,Mys Shmidta Airport,Mys Shmidta,Russia,12
8746,Moma Airport,Honuu,Russia,11
8747,Luce County Airport,Newberry,United States,-5
8750,Peenemünde Airport,Peenemunde,Germany,1
8751,Góraszka Airport,Goraszka,Poland,1
8752,Nusawiru Airport,Nusawiru,Indonesia,7
8759,Galion Municipal Airport,Galion,United States,-5
8761,Tiputini Airport,Tiputini,Ecuador,-5
8762,Rio Amazonas Airport,Pastaza,Ecuador,-5
8763,Clarksville–Montgomery County Regional Airport,Clarksville,United States,-6
8771,Lompoc Airport,Lompoc,United States,-8
8772,Chester County G O Carlson Airport,Coatesville,United States,-5
8773,Bost Airport,Lashkar Gah,Afghanistan,4.5
8774,Lankaran International Airport,Lankaran,Azerbaijan,4
8775,Gabala International Airport,Qabala,Azerbaijan,4
8776,Zaqatala International Airport,Zaqatala,Azerbaijan,4
8777,Lake Placid Airport,Lake Placid,United States,-5
8779,Typliy Klyuch Airport,Khandyga,Russia,9
8780,Magan Airport,Yakutsk,Russia,9
8781,Qianjiang Wulingshan Airport,Qianjiang,China,8
8782,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,10
8784,Lima Allen County Airport,Lima,United States,-5
8785,Sondok Airport,Hamhung,North Korea,8.5
8789,Malcolm McKinnon Airport,Brunswick,United States,-5
8790,Beaver County Airport,Beaver Falls,United States,-5
8792,Georgetown County Airport,Georgetown,United States,-5
8793,Hardwick Field,Cleveland,United States,-5
8796,Renton Municipal Airport,Renton,United States,-8
8798,Brackett Field,La Verne,United States,-8
8801,Cross City Airport,Cross City,United States,-5
8802,Oconee County Regional Airport,Clemson,United States,-5
8804,Beech Factory Airport,Wichita,United States,-6
8807,Tabing Airport,Padang,Indonesia,7
8808,Tom B. David Field,Calhoun,United States,-5
8809,Habersham County Airport,Cornelia,United States,-5
8811,Georgetown Municipal Airport,Georgetown,United States,-6
8812,Old Rhinebeck Airport,Rhinebeck,United States,-5
8813,Duxford Aerodrome,Duxford,United Kingdom,0
8815,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,-7
8816,Newnan Hospital Heliport,Bengassi,Mali,0
8820,Great Keppel Is Airport,Great Keppel Island,Australia,10
8821,Roper Bar Airport,Roper Bar,Australia,9.5
8822,Mount Garnet Airport,Mount Garnet,Australia,10
8823,Innisfail Airport,Innisfail,Australia,10
8824,Kalaeloa Airport,Kapolei,United States,-10
8825,Bamiyan Airport,Bamyan,Afghanistan,4.5
8826,Changbaishan Airport,Baishan,China,8
8830,Orang Airport,Chongjin,North Korea,8.5
8831,Moomba Airport,Moomba,Australia,9.5
8832,Lublin Airport,Lublin,Poland,1
8833,Iosco County Airport,East Tawas,United States,-5
8834,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,-6
8835,Leesburg Executive Airport,Leesburg,United States,-5
8838,Anoka County-Blaine (Janes Field) Airport,Anoka,United States,-6
8839,Robinson Crusoe Airport,San Juan Bautista,Chile,-4
8840,Villa Airport,Maamigili,Maldives,5
8845,Lingling Airport,Yongzhou,China,8
8846,Lošinj Island Airport,Mali Losinj,Croatia,1
8847,Onslow Airport,Onslow,Australia,8
8848,Theodore Airport,Theodore,Australia,10
8850,Williamson Sodus Airport,Williamson,United States,-5
8853,Fairoaks Airport,Fairoaks,United Kingdom,0
8854,Boulder Municipal Airport,Boulder,United States,-7
8855,Neustadt-Glewe Airport,Neustadt-Glewe,Germany,1
8859,Goetsenhoven Air Base,GOETSENHOVEN,Belgium,1
8860,Tutow Airport,Wildenrath,Germany,1
8861,Bremgarten Airport,Bremgarten,Germany,1
8862,Bitburg Airport,Birburg,Germany,1
8864,Palo Alto Airport of Santa Clara County,Palo Alto,United States,-8
8866,Ust-Nera Airport,Ust-Nera,Russia,10
8867,Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,1
8868,Spa (la Sauvenière) Airfield,Spa,Belgium,1
8869,Falcon Field,Mesa,United States,-7
8870,Coolidge Municipal Airport,Cooldige,United States,-7
8871,Cottonwood Airport,Cottonwood,United States,-7
8872,Namur-Suarlée Airfield,Namur,Belgium,1
8873,Kiewit Airfield Hasselt,Hasselt,Belgium,1
8874,Ak-Chin Regional Airport,Phoenix,United States,-7
8875,Wickenburg Municipal Airport,Wickenburg,United States,-7
8876,Yangzhou Taizhou Airport,Yangzhou,China,8
8877,Oakland County International Airport,Pontiac,United States,-5
8880,Kissidougou Airport,Kissidougou,Guinea,0
8888,Dillant Hopkins Airport,Keene,United States,-5
8889,Tianshui Maijishan Airport,Tianshui,China,8
8890,Kawama Airport,Kawama,Cuba,-5
8892,Kooddoo Airport,Kooddoo,Maldives,5
8893,Glasgow Industrial Airport,Glasgow,United States,-7
8894,Rochester Airport,Rochester,United Kingdom,0
8914,Termas de Río Hondo international Airport,Rio Hondo,Argentina,-3
8918,Keetmanshoop Airport,Keetmanshoop,Namibia,1
8921,Kangding Airport,Kangding,China,8
8924,Velikiy Ustyug Airport,Veliky Ustyug,Russia,3
8925,Iowa City Municipal Airport,Iowa City,United States,-6
8926,Turpan Jiaohe Airport,Turpan,China,8
8927,Lorenzo Airport,Morro de Sao Paulo,Brazil,-3
8928,Windom Municipal Airport,Windom,United States,-6
8931,Longview Ranch Airport,Longview,United States,-8
8932,Rothera Research Station,Rothera Research Station,United Kingdom,12
8933,Sortavala Airport,Sortavala,Russia,3
8935,Lee Airport,Annapolis,United States,-5
8943,Cuamba Airport,Cuamba,Mozambique,2
8944,Bodaybo Airport,Bodaibo,Russia,8
8946,Zhytomyr Airport,Zhytomyr,Ukraine,2
8948,Paluknys Airport,Paluknys,Lithuania,2
8949,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,5.5
8950,Pecos Municipal Airport,Pecos,United States,-6
8951,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,-6
8952,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,-3
8953,Base Aérea Airport,Anapolis,Brazil,-3
8954,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,-3
8958,Chan Gurney Municipal Airport,Yankton,United States,-6
8961,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,4
8963,Bromont (Roland Desourdy) Airport,Bromont,Canada,-5
8965,Beccles Airport,Beccles,United Kingdom,0
8966,Kratie Airport,Kratie,Cambodia,7
8967,Caldera Airport,Caldera,Chile,-4
8968,San Pedro de Atacama Airport,San Pedro de Atacama,Chile,-4
8969,Copacabana Airport,Copacabana,Bolivia,-4
8971,Guyuan Liupanshan Airport,Guyuan,China,8
8972,RAF Brawdy,Brawdy,United Kingdom,0
8974,Changhai Airport,Changhai,China,8
8975,Redhill Aerodrome,Redhill,United Kingdom,0
8979,Jiagedaqi Airport,Jiagedaqi District,China,8
8980,Chinchilla Airport,Chinchilla,Australia,10
8982,Hayward Executive Airport,Hayward,United States,-8
8983,Motueka Airport,Motueka,New Zealand,12
8984,Shute Harbour Airport,Shute Harbour,Australia,10
8985,Enstone Aerodrome,Enstone,United Kingdom,0
8989,Ann Arbor Municipal Airport,Ann Arbor,United States,-5
8994,Shepparton Airport,Shepparton,Australia,10
8995,Temora Airport,Temora,Australia,10
8996,Gayndah Airport,Gayndah,Australia,10
8998,Wilcannia Airport,Wilcannia,Australia,10
9001,Ivanhoe Airport,Ivanhoe,Australia,10
9002,Menindee Airport,Menindee,Australia,10
9004,Pooncarie Airport,Pooncarie,Australia,10
9006,Tilpa Airport,Tilpa,Australia,10
9008,Reichenbach Air Base,Reichenbach im Kandertal,Switzerland,1
9025,Bijie Feixiong Airport,Bijie,China,8
9026,Lensk Airport,Lensk,Russia,9
9042,Kavalerovo Airport,Kavalerovo,Russia,10
9043,Iğdır Airport,Igdir,Turkey,3
9044,Şanlıurfa GAP Airport,Sanliurfa,Turkey,3
9045,Zafer Airport,Kutahya,Turkey,3
9048,Velikiye Luki Airport,Velikiye Luki,Russia,3
9053,Yelahanka Air Force Station,Bangalore,India,5.5
9054,Yeltsovka Airport,Novosibirsk,Russia,7
9062,Kodinsk Airport,Kodinsk,Russia,7
9065,Lake Macquarie Airport,Lake Macquarie,Australia,10
9066,Henry County Airport,Hampton,United States,-5
9068,Brampton Island Airport,Brampton Island,Australia,10
9071,Alameda Naval Air Station,Alameda,United States,-8
9075,Endelave Flyveplads,Endelage,Denmark,1
9076,St. Johann In Tirol Airport,St. Johann in Tirol,Austria,1
